timestamp,model_name,engine,arch,active_params,size_gb,prompt_id,prompt_type,output_tokens,input_tokens,tok_per_sec,ttft_sec,wall_sec,tool_calls_count,tool_call_correct,content_preview,community_toks,error
2026-04-02T15:30:19.434978,qwen3.5:27b,ollama,dense,all,17,hello,chat,885,17,11.28,0.233,191.8,0,False,Here are greetings in three languages:  *   **English:** Hello *   **Spanish:** Hola *   **French:** Bonjour,13,
2026-04-02T15:33:31.231811,qwen3.5:27b,ollama,dense,all,17,reasoning,reasoning,889,41,11.28,0.245,235.12,0,False,"The farmer has **9** sheep left.  Here is the step-by-step reasoning:  1.  **Identify the total:** The farmer starts with 17 sheep. 2.  **Analyze the phrase:** The phrase ""All but 9"" means ""Every one ",13,
2026-04-02T15:37:26.351549,qwen3.5:27b,ollama,dense,all,17,code,code,642,37,11.28,0.241,226.56,0,False,"```python from typing import List, Tuple  def longest_palindromic_substring(s: str) -> str:     """"""     Find the longest palindromic substring in the given string.      A palindrome reads the same for",13,
2026-04-02T15:41:12.913581,qwen3.5:27b,ollama,dense,all,17,long_output,generation,0,0,0,,0,0,False,,13,timed out
2026-04-02T15:46:12.933938,qwen3.5:27b,ollama,dense,all,17,chinese,chat,0,0,0,,0,0,False,,13,timed out
2026-04-02T15:53:39.755389,qwen3:32b,ollama,dense,all,20,hello,chat,434,17,10.0,0.202,89.31,0,False,Hello in three languages:    1. **English**: Hello!   2. **Spanish**: ¡Hola!   3. **French**: Bonjour!    Let me know if you'd like more! 😊,10,
2026-04-02T15:55:09.068624,qwen3:32b,ollama,dense,all,20,reasoning,reasoning,1128,41,9.92,0.203,227.52,0,False,"The farmer has **9 sheep left**. Here's the reasoning step by step:  1. **Initial Total**: The farmer starts with 17 sheep.   2. **Interpreting the Phrase**: ""All but 9 run away"" means that **all the ",10,
2026-04-02T15:58:56.591683,qwen3:32b,ollama,dense,all,20,code,code,0,0,0,,0,0,False,,10,timed out
2026-04-02T16:03:56.707168,qwen3:32b,ollama,dense,all,20,long_output,generation,0,0,0,,0,0,False,,10,timed out
2026-04-02T16:08:56.811948,qwen3:32b,ollama,dense,all,20,chinese,chat,0,0,0,,0,0,False,,10,timed out
